Localisation;Service;Fréquence Min (MHz);Fréquence Max (MHz);Preset
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.49375;170.50625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.51875;170.60625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.61875;170.73125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.74375;170.84375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.85625;170.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.96875;170.98125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;170.99375;171.01875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.03125;171.10625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.11875;171.16875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.18125;171.21875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.23125;171.25625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.26875;171.28125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.29375;171.30625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.34375;171.35625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.48125;171.50625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.53125;171.55625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.61875;171.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.66875;171.68125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.69375;171.70625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.71875;171.73125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.78125;171.80625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;171.81875;172.00625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.01875;172.03125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.08125;172.13125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.14375;172.16875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.18125;172.25625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.30625;172.33125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.35625;172.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.45625;172.46875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.48125;172.56875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.58125;172.73125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;172.74375;172.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;173.00625;173.24375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;173.25625;173.26875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;173.28125;173.34375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;173.35625;173.46875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;173.48125;173.5;Oui
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;179.25;181;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;188;189.75;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;195;198.5;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;200.25;202;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;210.75;212.5;Non
PN3 - PARIS NORD 3;Wireless_Microphones_and_In_Ear_Monitor;221.25;223;Non
PN3 - PARIS NORD 3;Private_Mobile_Radio;403.5;405.5;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;403.5;405.5;Oui
PN3 - PARIS NORD 3;Talkback_System;403.5;405.5;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.1;406.19375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.1;406.19375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.1;406.19375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.20625;406.21875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.20625;406.21875;Oui
PN3 - PARIS NORD 3;Talkback_System;406.20625;406.21875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.28125;406.29375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.28125;406.29375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.28125;406.29375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.30625;406.31875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.30625;406.31875;Oui
PN3 - PARIS NORD 3;Talkback_System;406.30625;406.31875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.39375;406.40625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.39375;406.40625;Oui
PN3 - PARIS NORD 3;Talkback_System;406.39375;406.40625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.43125;406.44375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.43125;406.44375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.43125;406.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.45625;406.49375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.45625;406.49375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.45625;406.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.63125;406.64375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.63125;406.64375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.63125;406.64375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.75625;406.76875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.75625;406.76875;Oui
PN3 - PARIS NORD 3;Talkback_System;406.75625;406.76875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.78125;406.79375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.78125;406.79375;Oui
PN3 - PARIS NORD 3;Talkback_System;406.78125;406.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.81875;406.83125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.81875;406.83125;Oui
PN3 - PARIS NORD 3;Talkback_System;406.81875;406.83125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.85625;406.86875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.85625;406.86875;Oui
PN3 - PARIS NORD 3;Talkback_System;406.85625;406.86875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.89375;406.90625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.89375;406.90625;Oui
PN3 - PARIS NORD 3;Talkback_System;406.89375;406.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;406.91875;406.93125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;406.91875;406.93125;Oui
PN3 - PARIS NORD 3;Talkback_System;406.91875;406.93125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.01875;407.04375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.01875;407.04375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.01875;407.04375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.06875;407.09375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.06875;407.09375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.06875;407.09375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.10625;407.13125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.10625;407.13125;Oui
PN3 - PARIS NORD 3;Talkback_System;407.10625;407.13125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.14375;407.16875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.14375;407.16875;Oui
PN3 - PARIS NORD 3;Talkback_System;407.14375;407.16875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.20625;407.21875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.20625;407.21875;Oui
PN3 - PARIS NORD 3;Talkback_System;407.20625;407.21875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.24375;407.25625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.24375;407.25625;Oui
PN3 - PARIS NORD 3;Talkback_System;407.24375;407.25625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.30625;407.35625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.30625;407.35625;Oui
PN3 - PARIS NORD 3;Talkback_System;407.30625;407.35625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.44375;407.45625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.44375;407.45625;Oui
PN3 - PARIS NORD 3;Talkback_System;407.44375;407.45625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.53125;407.54375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.53125;407.54375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.53125;407.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.59375;407.63125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.59375;407.63125;Oui
PN3 - PARIS NORD 3;Talkback_System;407.59375;407.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.64375;407.65625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.64375;407.65625;Oui
PN3 - PARIS NORD 3;Talkback_System;407.64375;407.65625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.66875;407.69375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.66875;407.69375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.66875;407.69375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.73125;407.74375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.73125;407.74375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.73125;407.74375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.75625;407.79375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.75625;407.79375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.75625;407.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.80625;407.85625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.80625;407.85625;Oui
PN3 - PARIS NORD 3;Talkback_System;407.80625;407.85625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.86875;407.89375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.86875;407.89375;Oui
PN3 - PARIS NORD 3;Talkback_System;407.86875;407.89375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.90625;407.93125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.90625;407.93125;Oui
PN3 - PARIS NORD 3;Talkback_System;407.90625;407.93125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;407.95625;407.98125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;407.95625;407.98125;Oui
PN3 - PARIS NORD 3;Talkback_System;407.95625;407.98125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;409.00625;409.58125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;409.00625;409.58125;Oui
PN3 - PARIS NORD 3;Talkback_System;409.00625;409.58125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;412.53125;412.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;412.60625;413.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;413.96875;414.23125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.50625;414.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.56875;414.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.61875;414.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.64375;414.65625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.66875;414.68125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.69375;414.78125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.8;414.825;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;414.9;414.95;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;417.325;417.375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;417.525;417.55;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;417.9;417.925;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;418.525;418.55;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;418.725;418.75;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;419.575;419.6;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;419.8;419.825;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;419.975;420;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;422.53125;422.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;422.60625;423.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;423.96875;424.23125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.50625;424.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.56875;424.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.61875;424.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.64375;424.65625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.66875;424.68125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.69375;424.78125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.8;424.825;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;424.9;424.95;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;427.325;427.375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;427.525;427.55;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;427.9;427.925;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;428.725;428.75;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;429.575;429.6;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;429.8;429.825;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;429.975;430;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;430;431.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;431.375;431.45625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;431.49375;432.45625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;432.56875;433.86875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;433.875;434.41875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;434.48125;434.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;435;435.18125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;435.21875;435.50625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;435.55625;436.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;436.375;437.00625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;437.05625;437.38125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;437.44375;437.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;437.5;438.86875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;438.875;439.69375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;439.70625;439.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;441.80625;441.89375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;441.80625;441.89375;Oui
PN3 - PARIS NORD 3;Talkback_System;441.80625;441.89375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.00625;442.14375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.00625;442.14375;Oui
PN3 - PARIS NORD 3;Talkback_System;442.00625;442.14375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.23125;442.39375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.23125;442.39375;Oui
PN3 - PARIS NORD 3;Talkback_System;442.23125;442.39375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.41875;442.46875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.41875;442.46875;Oui
PN3 - PARIS NORD 3;Talkback_System;442.41875;442.46875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.48125;442.66875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.48125;442.66875;Oui
PN3 - PARIS NORD 3;Talkback_System;442.48125;442.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.68125;442.89375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.68125;442.89375;Oui
PN3 - PARIS NORD 3;Talkback_System;442.68125;442.89375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;442.99375;443.25625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;442.99375;443.25625;Oui
PN3 - PARIS NORD 3;Talkback_System;442.99375;443.25625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;443.93125;444.49375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;443.93125;444.49375;Oui
PN3 - PARIS NORD 3;Talkback_System;443.93125;444.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;444.51875;444.53125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;444.51875;444.53125;Oui
PN3 - PARIS NORD 3;Talkback_System;444.51875;444.53125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;444.88125;444.89375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;444.88125;444.89375;Oui
PN3 - PARIS NORD 3;Talkback_System;444.88125;444.89375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;445.40625;445.41875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;445.40625;445.41875;Oui
PN3 - PARIS NORD 3;Talkback_System;445.40625;445.41875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;445.75625;445.76875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;445.75625;445.76875;Oui
PN3 - PARIS NORD 3;Talkback_System;445.75625;445.76875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;445.89375;445.90625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;445.89375;445.90625;Oui
PN3 - PARIS NORD 3;Talkback_System;445.89375;445.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;446.89375;446.90625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;446.89375;446.90625;Oui
PN3 - PARIS NORD 3;Talkback_System;446.89375;446.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;446.96875;446.99375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;446.96875;446.99375;Oui
PN3 - PARIS NORD 3;Talkback_System;446.96875;446.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;447.76875;447.81875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;447.76875;447.81875;Oui
PN3 - PARIS NORD 3;Talkback_System;447.76875;447.81875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;447.83125;447.99375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;447.83125;447.99375;Oui
PN3 - PARIS NORD 3;Talkback_System;447.83125;447.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.00625;448.04375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.00625;448.04375;Oui
PN3 - PARIS NORD 3;Talkback_System;448.00625;448.04375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.05625;448.11875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.05625;448.11875;Oui
PN3 - PARIS NORD 3;Talkback_System;448.05625;448.11875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.19625;448.29375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.19625;448.29375;Oui
PN3 - PARIS NORD 3;Talkback_System;448.19625;448.29375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.30625;448.36875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.30625;448.36875;Oui
PN3 - PARIS NORD 3;Talkback_System;448.30625;448.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.40625;448.49375;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.40625;448.49375;Oui
PN3 - PARIS NORD 3;Talkback_System;448.40625;448.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.55625;448.66875;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.55625;448.66875;Oui
PN3 - PARIS NORD 3;Talkback_System;448.55625;448.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;448.68125;448.70625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;448.68125;448.70625;Oui
PN3 - PARIS NORD 3;Talkback_System;448.68125;448.70625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;450.93125;451.03125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;450.93125;451.03125;Oui
PN3 - PARIS NORD 3;Talkback_System;450.93125;451.03125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;451.4;451.50625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;451.4;451.50625;Oui
PN3 - PARIS NORD 3;Talkback_System;451.4;451.50625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;451.54375;451.75625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;451.54375;451.75625;Oui
PN3 - PARIS NORD 3;Talkback_System;451.54375;451.75625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;451.84375;451.95625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;451.84375;451.95625;Oui
PN3 - PARIS NORD 3;Talkback_System;451.84375;451.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;452.23125;452.40625;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;452.23125;452.40625;Oui
PN3 - PARIS NORD 3;Talkback_System;452.23125;452.40625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.03125;453.05625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.23125;453.24375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.25625;453.26875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.31875;453.33125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.34375;453.35625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.40625;453.41875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.51875;453.53125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.65625;453.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.69375;453.71875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.86875;453.88125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.89375;453.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;453.98125;453.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.31875;454.33125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.43125;454.44375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.45625;454.46875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.49375;454.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.58125;454.66875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.70625;454.86875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;454.90625;454.99375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.03125;455.14375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.18125;455.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.40625;455.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.53125;455.76875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.80625;455.85625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;455.88125;456.00625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.03125;456.04375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.08125;456.09375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.16875;456.18125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.19375;456.21875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.48125;456.49375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.56875;456.58125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.74375;456.75625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.76875;456.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;456.89375;456.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.08125;457.09375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.33125;457.34375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.35625;457.36875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.43125;457.45625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.51875;457.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;457.55625;457.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.21875;458.34375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.36875;458.38125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.39375;458.40625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.41875;458.43125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.44375;458.48125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.49375;458.54375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.55625;458.59375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.61875;458.63125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.64375;458.65625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.66875;458.68125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.69375;458.70625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.78125;458.79375;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.89375;458.91875;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;458.93125;458.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.00625;459.03125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.04375;459.05625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.09375;459.10625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.49375;459.58125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.6;459.73125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.74375;459.90625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;459.93125;459.95625;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;460.93125;461.03125;Oui
PN3 - PARIS NORD 3;Telemetry_Telecommand;460.93125;461.03125;Oui
PN3 - PARIS NORD 3;Talkback_System;460.93125;461.03125;Oui
PN3 - PARIS NORD 3;Private_Mobile_Radio;461.45625;461.50625;Oui
